Hip,Mag,RA,Dec,RA_rad,Dec_rad
1766,6.68,5.588407350000001,-50.99260286,0.09753610820015114,-0.889988814068877
1772,6.25,5.606021999999999,13.48243411,0.09784354183923755,0.2353128664026913
1795,6.75,5.6998425,-39.26235447,0.09948101847010488,-0.6852573575866132
1799,6.95,5.7075978,29.45430352,0.09961637398958481,0.5140745753057554
1803,6.39,5.71480395,-12.20958506,0.09974214503347739,-0.21309745959930942
1809,6.69,5.73901785,38.75427442,0.10016475731322605,0.6763896878504158
1821,6.43,5.76813075,-15.94261714,0.10067287327302991,-0.2782511604778818
1830,6.55,5.8024707,-31.03578185,0.10127221846550014,-0.5416765792131969
1849,6.81,5.842191,-29.8471576,0.10196546848038004,-0.5209311724816487
1892,6.57,5.97214935,60.96163429,0.1042336695783392,1.0639812357571756
1905,6.66,6.02196915,44.26474444,0.10510318912102429,0.7725655330318536
1921,5.58,6.0651843,52.01992467,0.10585743577526752,0.9079189621309248
1939,6.08,6.1236219,-2.2189614,0.10687736430223094,-0.0387281824046629
1948,6.48,6.1589415,14.31552048,0.10749380761271835,0.24985296651267902
1952,6.76,6.16530015,31.37308234,0.10760478699120028,0.547563583332287
1955,6.81,6.1846233,-51.04324736,0.10794203958055702,-0.8908727273419034
1960,5.38,6.1978690499999995,61.83106347,0.10817322152995305,1.07915563756109
1962,6.9,6.2068197,-18.47171868,0.10832943984264667,-0.3223923094681408
1982,5.72,6.2766069,53.04678501,0.10954745625839446,0.9258410560220731
2001,6.91,6.3420174000000005,-39.26015325,0.11068908484877024,-0.6852189390500525
2006,5.77,6.35090295,1.93972374,0.11084416695212082,0.033854565842098436
2021,2.82,6.4133417999999995,-77.25503511,0.11193393046577965,-1.3483547264133195
2024,6.78,6.4239597,54.9942118,0.11211924778042719,0.9598300654491173
2025,6.77,6.424536150000001,7.69123126,0.11212930873090031,0.13423730901931205
2032,6.88,6.439938000000001,-27.71010361,0.11239812172429861,-0.4836325440632667
2036,6.91,6.4635012000000005,71.80712256,0.11280937714660452,1.2532707150550995
2058,6.67,6.515354250000001,20.14683498,0.11371438359630576,0.35162860425696596
2074,6.71,6.55042155,56.77934,0.11432642344109036,0.9909864301093172
2072,3.93,6.550484099999999,-43.67990933,0.11432751514453747,-0.7623582347810903
2080,6.9,6.56869005,3.8257547,0.11464526891549094,0.06677201588864791
2081,2.4,6.57028065,-42.30512197,0.11467303012257318,-0.7383636688342897
2086,6.24,6.5905788,-18.69360316,0.11502729967213686,-0.3262649242032163
2087,6.94,6.5908923,49.0490066,0.11503277127934185,0.8560666600024293
2100,6.16,6.655722,-0.04953631,0.11616426299742202,-0.0008645717087885922
2101,6.58,6.664377,56.64120708,0.11631532124418215,0.9885755558499232
2106,6.98,6.6746374500000005,-69.30705534,0.1164943998794184,-1.2096363105449182
2135,6.66,6.768786,25.04210825,0.11813760206289689,0.43706724060333524
2142,6.53,6.7804509,80.05214787,0.1183411929748128,1.3971735536248655
2151,6.95,6.8018592,49.98572998,0.11871483829706747,0.8724155671638394
2159,5.99,6.81119655,-25.54713325,0.11887780579797858,-0.4458815896582197
2178,6.44,6.87922935,16.02545897,0.12006520215732937,0.2796970231697592
2184,6.78,6.90640815,-20.13453647,0.1205395617040704,-0.3514139547643765
2210,4.86,6.98213595,-33.0070446,0.12186126114936219,-0.5760816046226147
2213,6.4,6.99366555,19.51408099,0.12206249063080012,0.3405849637763346
2219,5.01,7.0118523,17.89307501,0.12237990929853719,0.3122930722308173
2224,6.05,7.05288645,16.44510093,0.12309609032179442,0.2870211570512815
2225,5.18,7.05660465,44.39448925,0.12316098515404206,0.7748300071537281
2227,6.75,7.05893745,-29.04020581,0.12320170019483259,-0.5068472068412868
2235,6.05,7.08346725,10.1903414,0.12362982596968829,0.17785500933228846
2237,6.44,7.08820665,-20.33477667,0.12371254410425732,-0.35490880554922843
2240,5.42,7.1100730500000004,-39.91490183,0.12409418477981543,-0.6966464575438098
2243,6.87,7.11912255,32.43779213,0.12425212835047464,0.5661462747460045
2246,6.86,7.1381394,-11.23721888,0.12458403499633253,-0.1961264682232696
2256,6.26,7.17908715,-50.53284634,0.12529870805511603,-0.881964549037366
2270,6.28,7.236104699999999,36.89970105,0.1262938520340365,0.6440212763241087
2304,6.82,7.3463496,-40.66541214,0.12821798852256844,-0.7097453335234734
2312,6.95,7.37223,-3.46928805,0.12866968671430154,-0.060550499172593655
2320,7.0,7.4002631999999995,62.06416651,0.12915895835417163,1.0832240531054982
2323,6.89,7.41255555,-2.84032635,0.12937350033447917,-0.04957304663865284
2330,6.59,7.45413735,-32.11592585,0.13009923965338493,-0.5605286484088586
2337,6.15,7.4658690000000005,-14.86402653,0.13030399557257655,-0.2594262030522877
2353,5.72,7.50980355,-3.95729662,0.1310707981254586,-0.06906785549704289
2355,5.2,7.53056565,29.75169567,0.1314331651300869,0.5192650474928403
2358,6.52,7.536234299999999,4.86007602,0.13153210173673008,0.08482432844622179
2377,5.94,7.5829737,59.977564,0.13234785815713673,1.0468059691256202
2381,5.17,7.5944634,-23.78771429,0.13254839125220313,-0.41517393588420526
2383,5.67,7.6082277,-48.21469821,0.13278862360643537,-0.8415052316199164
2388,6.18,7.615949100000001,-40.93962515,0.13292338745929888,-0.7145312533997774
2392,6.6,7.621945500000001,-39.51835788,0.13302804438256546,-0.6897254599874463
2415,6.83,7.6965399,16.03761493,0.13432996226611513,0.2799091846954999
2422,6.18,7.7258163,77.01948785,0.13484093183924598,1.3442436511822686
2431,6.86,7.7496207,-10.08465275,0.13525639699570774,-0.17601039440780059
2440,6.57,7.766150850000001,55.7028211,0.13554490253905627,0.9721976308443696
2455,6.76,7.803766799999999,43.94655192,0.13620142471782182,0.7670120259026356
2472,4.76,7.85356695,-48.80356171,0.1370706013033089,-0.851782838539734
2474,6.18,7.85500755,66.51962673,0.1370957445165131,1.160986503636129
2475,5.88,7.856687549999999,33.58168169,0.13712506604794658,0.5861109138471938
2490,6.89,7.900370400000001,16.02101606,0.13788747560710143,0.2796194797618894
2491,6.99,7.9056640499999995,9.16121584,0.1379798672290496,0.15989337989385805
2497,5.59,7.921712249999999,52.83955844,0.13825996115806813,0.9222242700779586
2505,4.74,7.94299125,54.52232473,0.13863134976960004,0.9515940823800283
2517,6.87,7.9786693500000005,19.64295811,0.13925405008545583,0.3428342938508224
2537,6.94,8.04742575,53.81511065,0.14045407564727405,0.9392508681675659
2539,6.74,8.058517199999999,34.99394306,0.14064765796859438,0.6107595246524196
2548,5.69,8.09897895,6.95545461,0.14135384872721318,0.12139558391751812
2553,6.69,8.111609699999999,43.49481723,0.14157429690170945,0.7591277682166597
2557,6.94,8.125056,51.728262,0.1418089791089204,0.902828488234267
2560,6.79,8.133014099999999,18.79507188,0.14194787415612334,0.3280358874550005
2565,6.68,8.1440283,27.58077717,0.14214010821059653,0.48137537187538376
2568,5.38,8.14750335,20.29443334,0.1422007592747679,0.35420468160950985
2572,6.72,8.16412575,-25.35958222,0.14249087488435144,-0.44260820666921297
2573,6.84,8.16444015,23.19336931,0.14249636219951972,0.4048006590905054
2576,6.9,8.180054250000001,38.84382562,0.1427688796542554,0.6779526511395276
2578,5.07,8.182476000000001,-63.03137868,0.14281114716541557,-1.1001050900373575
2581,6.91,8.197731,54.12003466,0.14307739714280726,0.9445727961104499
2583,6.26,8.20454085,28.28022584,0.14319625144687423,0.4935830541155791
2595,6.9,8.23246245,16.16716854,0.14368357529929907,0.28217032174784457
2599,4.17,8.2499439,62.93178781,0.14398868415982183,1.0983669014509316
2611,5.93,8.2930146,54.89508062,0.14474040968596052,0.9580998999667301
2628,6.41,8.3300151,70.98184763,0.1453861902358447,1.2388669502924339
2629,6.11,8.34677235,-71.26621472,0.14567865942192454,-1.2438300922972485
2661,5.55,8.4210879,-29.55820696,0.146975710454855,-0.5158880324379038
2663,6.41,8.4327042,-35.00082229,0.1471784531367544,-0.6108795898659216
2695,6.76,8.5448223,10.29958061,0.14913528313283464,0.179761593219066
2701,6.88,8.580882899999999,-42.43128561,0.1497646593330793,-0.7405656397485907
2707,6.47,8.603692500000001,66.75035211,0.15016276195414224,1.165013421185044
2708,6.8,8.6047518,-45.42586849,0.15018125022690862,-0.7928309707284448
2710,6.9,8.613388650000001,-6.50369569,0.15033199169640948,-0.11351090333826445
2711,5.57,8.615062499999999,-52.37318294,0.15036120589009397,-0.9140844820523238
2734,6.39,8.7308658,13.37126922,0.15238235475976875,0.23337267305957402
2753,6.58,8.79013035,36.83227188,0.15341671628698156,0.6428444152957218
2762,5.2,8.8110039,-3.59275785,0.1537810284610612,-0.06270545370937256
2782,6.95,8.87108265,54.20349001,0.15482960045904373,0.9460293667463541
2787,5.94,8.886457499999999,-0.50545908,0.15509794221354398,-0.008821925180101418
2789,6.04,8.8888158,-54.82174811,0.15513910231329378,-0.9568200062184785
2796,6.92,8.9048859,67.92595909,0.1554195784694185,1.1855316336954713
2802,5.51,8.921395200000001,-48.00066027,0.15570772011161804,-0.8377695648427302
2814,6.89,8.952893399999999,49.02115007,0.15625746741006968,0.8555804718357487
2832,6.32,8.9786718,13.20750244,0.15670738536596582,0.23051440354318484
2841,6.91,9.00332955,-59.71719483,0.15713774428959942,-1.0422616698384353
2843,6.72,9.007173600000002,-5.57045671,0.15720483561871074,-0.09722281042931094
2846,6.45,9.0133146,-14.97289122,0.15731201628807567,-0.2613262503319506
2852,6.06,9.02876055,-22.84221094,0.1575815989716741,-0.39867178933806896
2854,5.08,9.03453135,54.16845384,0.1576823184321482,0.9454178702225656
2865,6.51,9.08370135,27.25479152,0.15854049682535382,0.47568584896863
2876,5.78,9.1139247,60.32621728,0.15906799379383643,1.052891116809498
2889,6.43,9.1566375,-65.12442483,0.15981347278658228,-1.1366356367510484
2888,6.79,9.15680385,-49.13200111,0.15981637614179295,-0.8575151874630087
2900,5.14,9.19362915,44.48850971,0.16045909887482762,0.7764709737449677
2901,6.77,9.19395795,54.95739709,0.16046483751740817,0.9591875275464504
2903,5.89,9.197132250000001,15.23175994,0.16052023950385425,0.26584436182637394
2907,6.72,9.20682,-76.30957103,0.16068932263846433,-1.3318532652579806
2912,4.34,9.22016235,33.71935227,0.1609221905759178,0.588513718751324
2920,3.69,9.2427792,53.89693161,0.16131692907484746,0.9406789133167084
2926,6.18,9.2800059,24.01424837,0.16196665755949965,0.4191277014481815
2937,6.4,9.325732799999999,-54.3938098,0.16276474252122983,-0.9493510737135583
2941,5.57,9.332446050000001,-24.76722545,0.16288191083723938,-0.4322696306862342
2942,5.45,9.33844155,35.39951013,0.16298655205254267,0.617838005361586
2944,6.99,9.34217565,-37.28798048,0.16305172439214138,-0.6507980307953756
2948,6.85,9.3600498,40.33238095,0.16336368716063676,0.7039328427461384
2954,6.43,9.37682685,3.13549746,0.16365650192190845,0.0547247543649192
2965,6.84,9.41955555,21.09977614,0.16440225842200534,0.36826056507674
2968,6.96,9.44035005,72.89485477,0.1647651909133113,1.2722552234995936
2994,6.64,9.519028800000001,-0.50350326,0.1661383941521648,-0.008787789681525065
3025,6.73,9.63263745,-20.29659798,0.16812123915341065,-0.35424246170463025
3030,6.77,9.639357599999999,60.32478527,0.16823852789713853,1.0528661235200765
