Hip,Mag,RA,Dec,RA_rad,Dec_rad
32810,5.74,102.597291,-31.70609416,1.7906605315767457,-0.5533757360393458
32813,6.8,102.6053634,-69.98622227,1.7908014215352837,-1.22149000964408
32814,5.68,102.60624915,13.41319516,1.7908168807891331,0.2341044187545676
32827,6.32,102.65400765,-25.77840876,1.7916504238599467,-0.4499181087869487
32838,6.31,102.6762864,-8.04100355,1.7920392614006753,-0.14034198711205248
32839,6.87,102.68027175,-4.2662093,1.79210881888002,-0.07445939886420253
32844,4.99,102.69151305,41.78156548,1.7923050165772243,0.7292258842636049
32851,5.78,102.70757895,-0.54042726,1.7925854194295203,-0.00943223505453145
32855,4.99,102.718122,-34.36732059,1.7927694303652228,-0.5998228993839402
32864,5.14,102.7378671,67.57192306,1.7931140473713583,1.1793525393012818
32872,6.97,102.7480422,5.84239571,1.793291636368078,0.10196904134389179
32874,6.98,102.75175905,25.76084062,1.7933565076383808,0.44961148690049735
32912,5.41,102.86241285,-70.96347336,1.7952877807782242,-1.2385462587832832
32918,6.42,102.8856801,-48.29272906,1.7956938708986088,-0.8428671268705462
32921,5.28,102.8877072,21.76123162,1.7957292504678757,0.37980514105809954
32923,6.58,102.88917135,-6.96652374,1.795754804706119,-0.12158877668134939
32926,6.84,102.89913405,9.44012798,1.7959286866235074,0.1647613150606414
32931,6.37,102.91405800000001,3.04206333,1.7961891586884104,0.053094021162682796
32936,6.64,102.92173500000001,-2.40271589,1.7963231476150863,-0.0419353032704859
32938,5.94,102.92687415,-36.230126,1.79641284270334,-0.6323349871124031
32947,6.91,102.9406389,5.0844106,1.7966530829115537,0.0887397054933004
32948,6.59,102.9469893,86.68459703,1.7967639183003725,1.5129316289379977
32957,6.86,102.9659277,-2.17603329,1.797094455735432,-0.037978945543504596
32964,6.75,102.9925275,25.66297957,1.797558709825804,0.4479034893685386
32968,5.68,103.0000488,23.60174256,1.7976899812748344,0.41192811688007536
32984,6.58,103.07653725,-5.17370508,1.7990249565670815,-0.09029818817315663
32990,6.3,103.09530855000001,-5.31624393,1.7993525775569614,-0.09278596041766295
33006,6.52,103.16514645000001,-42.50439893,1.8005714788546396,-0.7418417079096549
33012,6.41,103.18933665,-59.34128772,1.8009936774913557,-1.0357008530872789
33016,6.56,103.19593935,-54.09035638,1.8011089163458769,-0.9440548124081212
33015,6.47,103.19640225,-43.97560689,1.8011169954749846,-0.7675191307932039
33018,3.6,103.1972502,33.96136985,1.8011317949943766,0.5927377223700327
33024,5.75,103.20619725,8.38044841,1.8012879504752173,0.14626641754802366
33040,6.33,103.25127644999999,-26.95747344,1.802074730939382,-0.4704966695469221
33041,6.1,103.2558861,38.86913968,1.8021551845092467,0.6783944648335751
33044,6.03,103.26475155,35.78800835,1.8023099158014178,0.6246185784387231
33048,5.34,103.27109025,59.44865494,1.8024205469867138,1.037574764584992
33056,6.24,103.28156085,44.84008268,1.8026032934313734,0.782607079632483
33064,6.32,103.30570455,38.43844844,1.803024680489987,0.6708774846360781
33077,5.65,103.32851219999999,-19.03277877,1.8034227490771293,-0.33218465534017655
33079,6.13,103.34102895,-18.93292926,1.8036412075762784,-0.3304419526341736
33081,6.52,103.34207025,-24.68435217,1.8036593816897797,-0.430823219088307
33082,6.3,103.34333775,10.99694209,1.8036815037380487,0.19193284712164657
33085,6.95,103.35909015,51.51809174,1.8039564349831396,0.8991603252074944
33092,4.82,103.38712725,-20.22426366,1.8044457746908507,-0.352979989658439
33094,6.05,103.3906464,-28.53872019,1.8045071954452219,-0.49809463162088163
33104,5.11,103.42600455,68.88829173,1.805124311580136,1.2023275067628807
33126,6.23,103.48106505,-24.53875948,1.8060852985929305,-0.4282821472809716
33133,6.46,103.48780845,38.50508594,1.8062029931257095,0.6720405284163757
33139,6.24,103.50962340000001,-50.61214118,1.8065837358293675,-0.883348505075208
33150,6.95,103.53159704999999,32.51139769,1.8069672483705483,0.5674309341157787
33152,3.89,103.53314505,-24.18422296,1.8069942660673692,-0.42209431768840894
33154,6.39,103.5358245,-5.85220154,1.807041031292012,-0.10214018536328263
33160,4.08,103.54783619999999,-12.03859273,1.8072506750057733,-0.21011308044515273
33165,6.65,103.55436044999999,-23.92834798,1.8073645446494968,-0.4176284568139343
33178,6.86,103.58379585,-31.80162506,1.8078782892961383,-0.5550430647817393
33179,6.51,103.58877555000001,21.16146391,1.8079652014569,0.36933721977145295
33184,5.44,103.6027374,-1.1269609,1.8082088817090693,-0.019669178246238563
33189,6.32,103.61118615,-42.36561926,1.8083563402142473,-0.7394195457333237
33202,4.73,103.66080765,13.17801628,1.8092223987690257,0.22999977296741494
33205,6.57,103.66576724999999,15.83797577,1.8093089601186074,0.2764248240375841
33210,6.2,103.67517915,-1.75648542,1.8094732287624762,-0.030656453842275458
33212,6.84,103.6785381,24.24579282,1.809531853499386,0.4231689144654008
33217,6.99,103.69157865,48.90509427,1.809759454033157,0.8535549160097127
33239,6.98,103.7364762,21.57137242,1.8105430641067357,0.3764914729028971
33243,6.03,103.7455011,-2.80358713,1.810700578326399,-0.04893182628503829
33248,5.8,103.7614092,-20.40485094,1.8109782270491357,-0.3561318322816599
33269,6.16,103.81106805,43.91004808,1.8118449374843895,0.7663749137050145
33271,6.31,103.81338885000001,45.82658764,1.81188544308567,0.7998248392717378
33277,5.74,103.82787795,25.37563643,1.8121383255863204,0.44288840549251957
33291,6.73,103.88310645,37.91543849,1.813102244752258,0.6617492389878871
33294,6.78,103.88705519999999,-22.03746336,1.813171163441096,-0.38462629441961244
33297,6.28,103.8942879,8.32428996,1.813297397869905,0.14528626769270708
33298,6.99,103.90194795,-33.80686979,1.8134310909632723,-0.590041187628504
33302,4.66,103.9058289,-20.13659348,1.813498826318878,-0.3514498563616229
33306,6.86,103.92062580000001,-68.50581473,1.8137570809429664,-1.1956520237997301
33316,5.29,103.94554124999999,-22.9414495,1.8141919375800821,-0.40040382895500687
33330,6.36,103.97824245,-31.7901956,1.8147626811894353,-0.5548435830730143
33345,5.0,104.0276949,-14.04344644,1.8156257892651133,-0.24510437870547633
33347,4.36,104.0342763,-17.05424675,1.8157406563645042,-0.29765275723504225
33357,4.94,104.0666214,-48.72116448,1.816305184856391,-0.850344735581711
33358,6.75,104.06890845,17.73723949,1.8163451014090486,0.3095732293152598
33372,5.9,104.10767805,9.95659959,1.8170217585787298,0.17377544514821747
33377,5.85,104.13358485,46.27398621,1.8174739175373857,0.8076334173869522
33384,5.45,104.143668,-79.42018913,1.8176499017038579,-1.3861437928751108
33385,6.93,104.1459273,-8.3337239,1.8176893339276483,-0.1454509210071427
33394,6.27,104.19043185,-35.34134788,1.8184660848572665,-0.6168228825987179
33415,5.88,104.2338714,46.70553754,1.8192242480303513,0.8151654089868128
33419,6.83,104.2491441,24.64285883,1.8194908069310205,0.4300990236876576
33420,6.31,104.25040185,-8.17926621,1.8195127588096878,-0.14275512576161795
33421,5.91,104.2522359,33.68103629,1.819544769020834,0.5878449787441957
33423,6.64,104.25722760000001,-19.43879262,1.8196318906211058,-0.33927093383137497
33426,6.92,104.26316835,-17.09854283,1.8197355762686436,-0.29842586967676904
33436,6.9,104.2890999,-10.82446268,1.8201881671962892,-0.18892251352524936
33444,6.03,104.30468445,57.563249,1.8204601689062305,1.0046682231953332
33447,6.64,104.31153285,-22.20287436,1.8205796960347242,-0.38751326098862876
33449,4.35,104.3191605,58.42305973,1.820712823641414,1.0196747513778095
33451,6.23,104.32338795000001,-35.50720085,1.8207866065628777,-0.6197175629994292
33453,6.48,104.3270913,37.39473253,1.8208512422137315,0.6526612055511292
33465,6.26,104.35661175,11.9075614,1.8213664712629016,0.2078261523133855
33478,5.45,104.3915376,-24.63105594,1.8219760423394595,-0.4298930243959069
33485,4.9,104.40468734999999,45.09410202,1.822205548772773,0.7870405534792257
33492,6.22,104.42765265,-27.53752364,1.8226063688714818,-0.4806204553637736
33495,6.91,104.43938415,-52.64755477,1.8228111221726793,-0.9188731738605459
33507,6.84,104.47498905,41.70558877,1.8234325449075226,0.727899840519272
33515,6.7,104.49585855,-10.78591706,1.8237967863957676,-0.18824976554402678
33517,6.83,104.50287180000001,-46.09589246,1.8239191906995333,-0.8045250950722285
33532,6.36,104.5314798,-27.16439185,1.8244184944919437,-0.4741080770844136
33534,6.58,104.5355553,-10.31572506,1.8244896253856084,-0.18004336702748958
33537,6.94,104.54883195,22.47564759,1.8247213466417436,0.39227405196342857
33558,5.07,104.6046072,-34.11172588,1.8256948083953666,-0.5953619301437602
33574,6.73,104.64900134999999,-23.8808636,1.8264696324814906,-0.41679969803966616
33575,5.59,104.64959745,-25.41416976,1.826480036389162,-0.4435609389727771
33577,6.46,104.6516388,-56.39476607,1.8265156646678475,-0.9842743488134831
33579,1.5,104.6564445,-28.97208931,1.8265995399557107,-0.5056583496413521
33584,6.25,104.66221575,7.62235151,1.8267002672701664,0.1330351305938615
33588,6.26,104.6658738,-55.72892565,1.826764112286869,-0.972653241191621
33590,6.23,104.67392115,-45.76758269,1.8269045650404292,-0.7987950086192632
33591,6.41,104.68210350000001,-30.99805276,1.82704737398848,-0.5410180823689156
33595,6.2,104.6979819,26.08085056,1.8273245043484287,0.45519671399260686
33603,5.96,104.73761175,3.60236429,1.828016175713,0.06287311771676785
33610,6.76,104.75176065,-32.72226518,1.8282631206035354,-0.5711112661016949
33614,6.02,104.76199185,38.05261545,1.8284416887299655,0.6641434285977635
33622,6.96,104.7804507,-60.84201733,1.8287638564385973,-1.0618935259639493
33643,6.68,104.83388235,42.31478161,1.8296964146558705,0.738532261356847
33644,6.34,104.83408275000001,7.31698612,1.8296999122956916,0.1277054991167249
33650,6.4,104.8663959,25.91418673,1.8302638831548823,0.4522878814151228
33666,6.26,104.91356955,-21.60289593,1.831087218667566,-0.3770416619441824
33669,6.62,104.9230656,-33.47575413,1.8312529560059996,-0.5842621291565899
33672,6.66,104.935191,52.57247337,1.8314645841591213,0.917562756223539
33682,5.18,104.9607414,-67.91701197,1.8319105227643224,-1.1853754769929004
33690,6.81,104.99938305,-61.33682491,1.832584946785226,-1.0705295473987744
33694,4.55,105.0160332,76.97744152,1.8328755467236766,1.3435098042853884
33703,6.32,105.03452279999999,-20.15843758,1.8331982511210532,-0.3518311078287578
33705,6.62,105.0406662,-31.14177272,1.8333054736783205,-0.5435264688717502
33713,6.9,105.06260295,-19.80124232,1.8336883421930072,-0.34559687446924064
33715,5.73,105.06593505000001,16.07900547,1.833746498309013,0.2806315858976783
33718,6.86,105.0753219,15.53528821,1.833910329747904,0.2711419295107562
33719,6.29,105.07543365000001,-5.3673572,1.833912280153343,-0.0936780552706238
33721,6.53,105.08068695,-22.11906969,1.834003967534938,-0.3860505935685815
33722,6.53,105.08715075,67.33066173,1.8341167821271285,1.1751417347350412
33728,6.56,105.09841965000001,-49.13500356,1.8343134615352066,-0.8575675901011351
33729,5.95,105.0990027,-8.40682482,1.8343236376774104,-0.14672677274737964
33730,6.69,105.0994191,15.28812536,1.8343309052284156,0.2668281239896434
33731,6.76,105.10411755,1.93152066,1.8344129086506558,0.033711395087293934
33743,6.71,105.14620965,-20.64029046,1.8351475543847344,-0.3602410270949749
33754,6.49,105.16391250000001,-9.20297055,1.8354565274042212,-0.16062213706157344
33760,6.28,105.17719799999999,-28.48947369,1.8356884031219949,-0.4972351180507983
33774,6.39,105.2072457,-33.4657203,1.8362128344196464,-0.5840870057865045
33779,5.14,105.21460485,-51.4026336,1.8363412758172946,-0.8971452005162659
33781,6.99,105.21667725,-19.44440514,1.836377446020713,-0.339368890784709
33789,6.83,105.24427605000001,10.62509155,1.8368591359503124,0.18544283087332775
33800,6.01,105.2715741,-58.94029633,1.8373355768021864,-1.0287022330596303
33804,5.64,105.27478845,-25.21564581,1.837391677792998,-0.44009604240121253
33810,6.77,105.2910567,11.7746371,1.8376756123190354,0.20550618562247683
33817,6.71,105.30669345,-25.94881574,1.8379485250908465,-0.45289227165632884
33816,6.92,105.30671910000001,54.85675967,1.8379489727677998,0.957431073216738
33823,6.55,105.32092155,32.41460608,1.8381968522821495,0.5657416018329724
33827,5.69,105.3391491,70.80833421,1.8385149830442216,1.2358385698170378
33846,6.95,105.39003779999999,-27.22295272,1.8394031584112809,-0.4751301570787459
33853,6.73,105.415029,-23.50144054,1.8398393371353055,-0.4101775163846741
33854,6.64,105.42267555,4.81809882,1.839972794609224,0.08409168809545362
33856,3.49,105.42979874999999,-27.93484165,1.8400971179025019,-0.4875549628157454
33858,6.64,105.43835745,69.64645329,1.8402464953971922,1.215559922246937
33864,6.58,105.44673855,-35.54793668,1.8403927731871315,-0.6204285373564619
33868,6.54,105.4563024,-11.30093428,1.840559693858798,-0.19723851173749476
33869,6.64,105.45800729999999,-10.88237424,1.8405894499772153,-0.1899332609222156
33873,6.2,105.47045565,-1.34578762,1.8408067146711562,-0.02348842500157829
33875,6.59,105.4802589,5.55716475,1.840977813661052,0.09699082196326755
33878,5.22,105.48497069999999,-5.72208135,1.8410600500847474,-0.09986915962446204
33880,6.61,105.48723225,63.67697004,1.8410995215784463,1.1113727848917854
33885,6.91,105.5050992,44.44898758,1.8414113586832352,0.7757811824490664
33891,6.58,105.5280501,-3.75482839,1.8418119274545313,-0.06553411825285772
33894,6.84,105.53163765000001,-6.02233823,1.8418745420141114,-0.10510963078222754
33909,6.44,105.56449049999999,-43.40386918,1.8424479324152747,-0.7575404252958914
33914,5.78,105.57287655,15.33606893,1.842594296599012,0.26766489714130376
33927,5.2,105.60326925,24.21544652,1.8431247492825826,0.42263927161460296
33929,5.96,105.60634019999999,17.7554551,1.8431783474712466,0.309891151685019
33937,5.86,105.63872669999999,16.674465,1.8437435985294441,0.2910243152585563
33957,6.86,105.6906915,-49.92800951,1.8446505553845844,-0.8714081549165408
33961,6.77,105.705678,-16.6993667,1.8449121191529347,-0.2914589319129001
33971,4.99,105.7282479,-4.23923814,1.8453060382197806,-0.07398866331912034
33977,3.02,105.7561398,-23.83330131,1.8457928437094173,-0.41596957947937774
34000,5.5,105.8129556,-59.17813539,1.8467844664865718,-1.0328533077464785
34002,5.96,105.82470555,9.13834729,1.8469895418010167,0.1594942484012011
34006,6.53,105.85253055,-52.42536561,1.847475179665384,-0.9149952414563054
34017,5.93,105.8764767,29.33909345,1.8478931188260606,0.5120637802528023
34026,6.99,105.89405175,2.43731749,1.8481998613147634,0.04253921511694396
34033,5.14,105.90863805000001,10.95184577,1.8484544402754468,0.1911457678571136
34041,6.86,105.92881274999999,-25.0839211,1.8488065552160489,-0.4377970125054778
34045,4.11,105.93955485,-15.63325876,1.8489940402296272,-0.272851838178246
34055,6.01,105.96501255000001,12.59425915,1.8494383609146126,0.21981128901692237
34059,4.92,105.97356645,-49.58425759,1.849587654633499,-0.8654085521024886
34066,6.44,105.9894108,-10.12376711,1.849864190708837,-0.17669306877461094
34068,6.97,105.99322455,40.58214693,1.849930753203185,0.7082920814566088
34070,6.99,105.99609720000001,47.0499324,1.8499808904039425,0.8211762332207578
34081,5.2,106.0116996,-42.33745341,1.8502532036551556,-0.7389279589142008
34083,6.7,106.01468565,36.31353629,1.850305320059285,0.6337907713029465
34086,5.63,106.02187545,-5.323971,1.8504308057418446,-0.09292082323069503
34088,4.01,106.02723075,20.57029939,1.8505242733592768,0.3590194524764811
34101,6.99,106.0627797,75.41129168,1.8511447195824036,1.316175332997806
34103,6.62,106.07124705,37.56399059,1.8512925027188223,0.6556153159836674
34105,5.14,106.07632905,-56.7497313,1.8513812003514087,-0.9904696608070819
34107,6.57,106.08407204999999,1.48850326,1.8515163411953905,0.025979282813669215
34116,6.97,106.10638665,-10.45437899,1.851905804436656,-0.18246333462681935
34142,6.09,106.19601,-22.03160173,1.8534700269808235,-0.38452398967657875
34152,6.89,106.22338815,-20.8300972,1.8539478658414281,-0.3635537796504518
34166,6.68,106.27539525,-21.45026144,1.8548555609708421,-0.37437768754158
34168,6.37,106.2874503,47.77504347,1.8550659612848348,0.8338318088349167
34177,6.47,106.3183032,-50.36013794,1.8556044459736234,-0.8789502188115146
34182,6.0,106.326543,22.63748109,1.855748257613329,0.39509857937845483
34200,6.15,106.38353579999999,-34.77779761,1.8567429696232596,-0.6069870748867149
34201,6.73,106.3863561,-40.64054547,1.8567921931441538,-0.7093113282579664
34215,5.78,106.4125041,9.18583678,1.8572485618369654,0.160323096361794
34217,6.17,106.4159454,52.75868505,1.857308623852514,0.9208127631452091
34229,6.64,106.44689415,31.39328075,1.8578487814393907,0.5479161120904549
34234,6.5,106.45684065,-10.6600828,1.8580223806134404,-0.18605354339521618
34238,6.49,106.46506335,70.73194016,1.858165893801844,1.2345052421156046
34244,6.88,106.4901921,36.57312234,1.8586044732262545,0.638321402567693
34248,6.34,106.50205185,-30.6557289,1.858811464912218,-0.5350434039037795
34250,6.4,106.50504375,59.80185721,1.8588636834181083,1.04373930712201
34253,6.09,106.5094179,-38.38288828,1.8589400267375844,-0.6699077769111432
34266,6.89,106.54829760000001,24.86017808,1.8596186055147723,0.4338919601281223
34267,5.55,106.54845975,34.47408682,1.8596214355661544,0.6016863216273817
34270,6.47,106.5595971,-68.83757671,1.8598158189936012,-1.2014423626836657
34276,6.52,106.58720085,-43.61078123,1.860297595316999,-0.7611517218304424
34297,6.48,106.6498644,-12.39395311,1.8613912805854869,-0.21631528910729092
34301,5.41,106.66986945000001,-11.29401875,1.861740434575013,-0.19711781296947428
34318,6.09,106.71868215,-24.96058078,1.8625923769068014,-0.43564431782101437
34331,6.61,106.74996075,-26.65676332,1.8631382914622154,-0.4652482878588548
34338,6.1,106.7770029,4.91059836,1.8636102660165335,0.0857061096250338
34339,5.8,106.77952454999999,-40.8932956,1.8636542771116165,-0.7137226502113101
34349,5.96,106.8054207,-51.9683879,1.8641062501927068,-0.9070194758085818
34350,6.46,106.8178488,-59.71643858,1.8643231614574738,-1.0422484707859674
34351,6.73,106.82050530000001,24.16849121,1.8643695261290532,0.42181974685380824
34358,5.94,106.84338045,34.00936165,1.8647687728134406,0.5935753372939914
34360,5.75,106.84412115,-23.84073435,1.8647817004672103,-0.4160993105008102
34367,6.47,106.85367600000001,28.17669553,1.8649484640592444,0.49177610933046867
34370,6.6,106.86596565,-52.20467501,1.8651629589156622,-0.9111434638581037
34387,5.74,106.9561872,7.47129491,1.866737622019415,0.1303986955669934
34401,6.92,106.98694875,-4.67787594,1.8672745123499317,-0.08164433715282471
34413,6.65,107.01433245,-11.92328376,1.86775244807631,-0.2081005592615694
34416,6.84,107.02626645,44.03999642,1.867960735669243,0.7686429400955155
34417,6.87,107.02770855,-57.33120462,1.8679859050623862,-1.0006182847535845
34428,6.31,107.0553249,33.83245659,1.8684679012972691,0.5904877615335532
34437,6.99,107.0909898,16.13507584,1.8690903712296638,0.28161019846698976
34438,6.82,107.09120535,-20.85936003,1.8690941332868662,-0.36406451238240317
34440,5.47,107.09184314999999,15.93092642,1.8691052649968356,0.278047118921953
34444,1.83,107.09785844999999,-26.39320776,1.8692102517873306,-0.46064837557491733
34462,6.19,107.15103105,37.44513204,1.8701382887291769,0.653540842942021
34489,6.65,107.20585424999999,-24.04380025,1.8710951340756559,-0.4196434790543357
34495,4.83,107.21281815,-39.65567374,1.8712166770594358,-0.6921220738596537
34497,6.54,107.2184652,33.93391665,1.8713152366749604,0.5922585736398243
34536,6.23,107.33437724999999,-10.34657429,1.8733382835901966,-0.1805817876626946
34543,6.82,107.35402065,-60.38047213,1.873681125596483,-1.0538380425771736
34546,6.74,107.357163,36.56329092,1.873735969950233,0.6381498119185467
34559,6.96,107.38465185,-6.04391808,1.8742157408903197,-0.10548627021681405
34561,6.0,107.38902345000001,-16.23450762,1.8742920397039005,-0.28334561040910844
34572,6.64,107.4074319,60.79220478,1.8746133277665888,1.0610241329576349
34579,5.69,107.42928075,-25.23104384,1.8749946621368632,-0.4403647887230334
34588,6.72,107.4626151,9.30891208,1.8755764562983754,0.16247116557467378
34589,6.62,107.4674547,-16.23472715,1.875660923252855,-0.28334944193041534
34597,6.65,107.49136949999999,7.72466153,1.8760783152528107,0.13482077730064274
34608,6.43,107.52828375,21.24813537,1.876722590456215,0.37084992211596357
34615,6.96,107.53617315000001,62.13593569,1.8768602864622221,1.0844766615979546
34617,6.23,107.53898699999999,-18.68559657,1.8769093974093791,-0.3261251828458591
34622,4.91,107.55700785,-4.23763568,1.8772239205758874,-0.07396069511598882
34624,5.46,107.5805277,-27.4915246,1.8776344193979626,-0.4798176206630171
34631,6.94,107.60194994999999,-55.58769155,1.8780083081936476,-0.9701882411305301
34670,5.12,107.69791140000001,-48.93257706,1.879683151451136,-0.8540345811828468
34688,6.51,107.76274604999999,-3.89799535,1.8808147295630135,-0.06803285308492875
34693,4.41,107.78496495,30.24528065,1.8812025225241853,0.5278797305322307
34696,6.73,107.79821115,3.19163121,1.8814337123275628,0.055704473123910574
34706,6.77,107.8206126,-70.11966254,1.8818246913872838,-1.22381898171033
34718,6.92,107.83724579999999,-21.80329432,1.8821149954924263,-0.38053927366537815
34721,6.87,107.8442805,-39.10221559,1.8822377741693164,-0.6824624068701571
34722,5.75,107.84616675,26.85666896,1.882270695442332,0.4687372994701613
34724,5.44,107.84846505,-0.30190562,1.8823108083445308,-0.005269247099274842
34725,6.66,107.85490905,-17.33113549,1.8824232773615295,-0.3024853774097408
34735,6.7,107.87499735,26.40594388,1.882773884337658,0.4608706628028464
34752,4.91,107.91371835,39.32054373,1.8834496932773224,0.6862729517629121
34758,5.84,107.9233785,-20.88311563,1.883618294701059,-0.3644791258181899
34763,6.5,107.94517379999999,16.97642385,1.8839986944475189,0.296294491396592
34768,6.07,107.9641266,5.65471549,1.884329483209991,0.09869340356402449
34769,4.15,107.96608485,-0.49278056,1.8843636611200683,-0.008600643261821467
34776,6.67,107.9811393,-56.15561762,1.8846264108396449,-0.9801004209599419
34777,6.67,107.98758509999999,49.78989521,1.8847389112725699,0.8689976056374534
34778,6.88,108.0045579,43.84304281,1.8850351425158525,0.7652054511273266
34780,6.03,108.0082557,-63.1900541,1.8850996813009329,-1.102874498558342
34782,6.1,108.0171627,-30.82142072,1.8852551377774078,-0.5379352717064013
34786,6.92,108.02248695,-27.33495598,1.8853480634701072,-0.4770849827387132
34789,6.15,108.03126795,5.47436198,1.8855013208317248,0.09554564099699597
34798,5.91,108.0509094,-25.94260947,1.8858441288040906,-0.4527839518105611
34802,5.3,108.06592124999999,-40.49877843,1.8861061350134058,-0.7068370266391599
34814,6.59,108.1007622,-27.47473692,1.8867142243054291,-0.47952462037324595
34817,5.94,108.10762530000001,-36.54439953,1.8868340079973225,-0.6378200949627683
34819,5.85,108.10994955,24.12870291,1.8868745738124617,0.421125310015037
34834,4.49,108.1405872,-46.75956448,1.8874093016800357,-0.8161083569745903
34855,6.64,108.1930758,-57.49069461,1.888325400569798,-1.0034019102030574
34860,6.46,108.20449185,27.22506034,1.88852464822987,0.47516694198712683
34881,6.9,108.26752065,31.96549921,1.8896247083134512,0.5579032082581463
34888,5.77,108.27998085,-11.2513606,1.8898421798289082,-0.19637328779916471
34897,6.75,108.303825,47.60703083,1.8902583387537475,0.8308994350819487
34899,4.87,108.30571275,-45.18252474,1.890291286206702,-0.7885838210767948
34904,6.68,108.32662935,-0.25951829,1.8906563497450248,-0.004529448629645475
34909,5.07,108.3427791,16.15906775,1.890938216055899,0.2820289362903319
34912,5.46,108.3474723,51.42871249,1.8910201278483536,0.8976003630120314
34913,6.6,108.3490434,13.76299253,1.8910475487162315,0.24020953457588443
34914,5.99,108.35003985,-22.67414589,1.891064940049563,-0.39573850085804
34922,4.42,108.38429535,-44.64052957,1.89166281131148,-0.7791242208303885
34924,6.12,108.40188090000001,-27.35637407,1.8919697370597541,-0.47745879892870174
34929,6.7,108.4161849,-53.66781817,1.8922193889559593,-0.9366801294281378
34937,6.57,108.44681415,-31.08364341,1.8927539702158758,-0.5425119210203377
34940,6.34,108.45161445,-22.90578603,1.8928377512559589,-0.39978138398082064
34942,6.95,108.4571904,10.69080427,1.892935069942386,0.18658973419776884
34943,6.99,108.4590504,28.49406919,1.8929675330664726,0.49731532465657374
34952,6.93,108.47951909999999,78.75238098,1.8933247792750756,1.3744883418859586
34954,6.32,108.4889196,-30.33980156,1.8934888489514097,-0.5295294316237119
34955,6.79,108.49148205,-50.47162036,1.8935335721408273,-0.8808959540986057
34956,6.36,108.49163279999999,71.81653915,1.8935362032246745,1.2534350655549096
34975,5.8,108.54529500000001,-3.90175914,1.8944727852985386,-0.06809854361278238
34981,4.42,108.56340165,-26.35251617,1.8947888059575446,-0.45993817335154574
34982,5.9,108.5646774,-9.94753938,1.894811071995477,-0.17361731465279537
34987,5.36,108.58360680000001,3.11142128,1.895141452350904,0.054304545752616395
34995,6.88,108.61061670000001,24.71116439,1.8956128640365386,0.43129118060707616
34999,6.02,108.61773074999999,-10.31624854,1.8957370276321899,-0.18005250347705792
35005,5.71,108.63604305,12.11586588,1.8960566375608026,0.2114617513360402
35017,6.92,108.65317035000001,-30.65503449,1.89635556533778,-0.5350312841629207
35020,4.75,108.65893514999999,-48.27192832,1.8964561800784985,-0.842504085470695
35025,5.84,108.67476915,24.88520186,1.8967325355122593,0.43432870748041696
35029,5.72,108.69177375000001,-46.84967225,1.897029321770244,-0.81768103424272
35037,4.01,108.70275675,-26.77268601,1.8972210112819905,-0.4672715204771235
35044,5.58,108.71328405,-27.03792355,1.8974047473283358,-0.47190078885001363
35054,5.95,108.73812645000001,-41.42641755,1.8978383290024334,-0.7230273835534626
35072,6.97,108.78636660000001,-14.60945054,1.8986802784515893,-0.2549830138302635
35080,6.42,108.83088375,-0.16129299,1.8994572492926933,-0.002815093735886289
35083,5.36,108.8378343,-30.68647453,1.8995785592750176,-0.5355800163778794
35084,5.96,108.83861505,-52.49951781,1.8995921859331528,-0.9162894414939028
35090,7.0,108.849999,-42.08803105,1.899790873342535,-0.7345747175041061
35095,6.84,108.8712732,-58.54263984,1.9001621781782632,-1.0217618180172063
35113,6.51,108.90736935,45.40954087,1.9007921748430565,0.7925460000004304
35120,5.78,108.91423395,7.97773709,1.900911984714889,0.13923777907897117
35127,5.95,108.9300996,-10.58360286,1.9011888925453582,-0.18471871663048844
35132,6.34,108.94710375,-23.74031161,1.901485670949361,-0.4143466030439359
35136,5.54,108.9588051,47.24041621,1.9016898980337895,0.824500802877001
35146,5.2,108.97924935,59.63809569,1.9020467175093903,1.0408811294099396
35149,6.87,108.98448810000001,-16.23537322,1.902138150945579,-0.28336071797911366
35152,5.75,108.98823075,27.89742666,1.9022034725108288,0.4869019480506447
35180,5.46,109.0607514,-15.58565483,1.9034691966290154,-0.2720209928628571
35181,5.64,109.0644666,-46.77461104,1.9035340391013853,-0.8163709689876891
35188,6.92,109.08079335000001,-32.04174658,1.9038189946450357,-0.5592339759106326
35202,5.81,109.132737,-38.31894033,1.9047255823630391,-0.6687916746337425
35205,4.66,109.1458392,-27.88127313,1.9049542588922936,-0.48662001576632496
35219,6.75,109.185603,16.14706747,1.9056482681253981,0.28181949189317074
35226,5.03,109.20589875,-36.59264813,1.90600249578706,-0.638662191892246
35228,3.97,109.2076284,-67.95717248,1.906032683874467,-1.1860764101216803
35241,6.3,109.2383967,-30.89694595,1.9065696920147082,-0.5392534356382273
35253,6.38,109.26401625,26.68980471,1.9070168375150878,0.4658249689037903
35261,6.72,109.27899195,-12.03376909,1.9072782127878787,-0.21002889204522185
35264,2.71,109.28568390000001,-37.09748689,1.9073950093487575,-0.6474732904459314
35265,6.93,109.2898881,33.09247534,1.9074683864811697,0.5775726523180299
35278,6.64,109.324161,6.68099495,1.9080665614303765,0.11660535918661392
35288,6.77,109.3608987,-38.91344148,1.9087077552549867,-0.6791676771081352
35296,6.7,109.37323934999999,-46.98066437,1.9089231402293225,-0.8199672780308874
35298,6.75,109.37726235,31.69810596,1.9089933548251303,0.553236315648038
